"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
571;1;"—";241;"86 85 70";0;"На рассмотрении";1527427;"03.07.2026 в 08:30"
572;2;"—";241;"72 83 86";0;"На рассмотрении";1550409;"04.07.2026 в 12:15"
573;7;"—";241;"78 80 83";0;"На рассмотрении";1575517;"03.07.2026 в 18:58"
574;2;"—";241;"82 93 66";0;"На рассмотрении";1578385;"03.07.2026 в 19:41"
575;1;"—";241;"78 80 83";0;"На рассмотрении";1613354;"04.07.2026 в 15:28"
576;5;"—";241;"82 100 58";1;"На рассмотрении";1439931;"01.07.2026 в 21:52"
577;3;"—";241;"80 88 72";1;"На рассмотрении";1501067;"02.07.2026 в 20:12"
578;3;"—";241;"86 80 69";6;"Участвуете в конкурсе";1185150;"28.06.2026 в 10:05"
579;1;"—";241;"64 83 87";7;"Участвуете в конкурсе";1003824;"27.06.2026 в 19:01"
580;5;"—";241;"74 90 69";8;"Участвуете в конкурсе";1193524;"28.06.2026 в 15:10"
581;4;"—";241;"80 84 69";8;"На рассмотрении";1456781;"02.07.2026 в 09:49"
582;7;"—";240;"88 88 64";0;"На рассмотрении";1005650;"22.06.2026 в 02:03"
583;3;"—";240;"86 85 69";0;"Участвуете в конкурсе";1246675;"29.06.2026 в 21:26"
584;4;"—";240;"78 90 72";0;"Конкурсная группа исключена";1259773;"05.07.2026 в 06:54"
585;2;"—";240;"82 75 83";0;"Участвуете в конкурсе";1267279;"29.06.2026 в 21:52"
586;4;"—";240;"82 85 73";0;"Участвуете в конкурсе";1283867;"29.06.2026 в 22:02"
587;5;"—";240;"74 80 86";0;"Участвуете в конкурсе";1367006;"01.07.2026 в 00:43"
588;1;"—";240;"78 90 72";0;"На рассмотрении";1496959;"02.07.2026 в 16:19"
589;1;"—";240;"84 83 73";0;"На рассмотрении";1504526;"02.07.2026 в 17:50"
590;5;"—";240;"88 80 72";0;"На рассмотрении";1511984;"02.07.2026 в 20:08"
591;4;"—";240;"88 85 67";0;"На рассмотрении";1567751;"03.07.2026 в 18:22"
592;7;"—";240;"95 62 83";0;"На рассмотрении";1620689;"04.07.2026 в 18:54"
593;2;"—";240;"84 83 73";0;"На рассмотрении";1622667;"04.07.2026 в 20:04"
594;5;"Электронное";240;"78 83 78";1;"Участвуете в конкурсе";979281;"20.06.2026 в 18:17"
595;3;"—";240;"78 88 73";1;"Участвуете в конкурсе";1349508;"30.06.2026 в 18:12"
596;2;"—";240;"80 90 69";1;"Передано в вуз";1493498;"05.07.2026 в 12:20"
597;1;"—";240;"80 93 66";1;"На рассмотрении";1624044;"04.07.2026 в 21:00"
598;4;"—";240;"84 80 72";4;"Участвуете в конкурсе";991195;"23.06.2026 в 05:30"
599;3;"—";240;"84 78 72";6;"Участвуете в конкурсе";1323533;"30.06.2026 в 13:25"
600;7;"—";240;"76 75 83";6;"На рассмотрении";1453871;"02.07.2026 в 10:32"
601;4;"—";240;"82 77 75";6;"На рассмотрении";1502337;"02.07.2026 в 17:17"
602;4;"—";239;"86 80 73";0;"На рассмотрении";984518;"28.06.2026 в 20:09"
603;5;"—";239;"76 72 91";0;"Участвуете в конкурсе";997295;"30.06.2026 в 20:29"
604;3;"—";239;"86 80 73";0;"Участвуете в конкурсе";1070949;"23.06.2026 в 17:46"
605;3;"—";239;"84 80 75";0;"Участвуете в конкурсе";1132046;"30.06.2026 в 12:46"
606;1;"—";239;"86 90 63";0;"Участвуете в конкурсе";1203524;"28.06.2026 в 17:54"
607;6;"—";239;"78 83 78";0;"Участвуете в конкурсе";1214261;"29.06.2026 в 00:07"
608;3;"—";239;"78 80 81";0;"Участвуете в конкурсе";1235627;"29.06.2026 в 21:13"
609;6;"—";239;"82 85 72";0;"На рассмотрении";1280327;"04.07.2026 в 21:46"
610;3;"—";239;"78 83 78";0;"Участвуете в конкурсе";1349520;"30.06.2026 в 18:00"
611;5;"—";239;"86 78 75";0;"На рассмотрении";1428880;"04.07.2026 в 06:34"
612;4;"—";239;"86 75 78";0;"Участвуете в конкурсе";1436799;"01.07.2026 в 20:51"
613;2;"—";239;"80 78 81";0;"Участвуете в конкурсе";1449556;"02.07.2026 в 07:07"
614;3;"—";239;"80 78 81";0;"На рассмотрении";1499039;"02.07.2026 в 16:35"
615;5;"—";239;"84 80 75";0;"Передано в вуз";1633023;"05.07.2026 в 11:48"
616;2;"—";239;"82 71 86";0;"Передано в вуз";1634375;"05.07.2026 в 12:38"
617;3;"—";239;"76 76 86";1;"На рассмотрении";1161650;"29.06.2026 в 21:54"
618;4;"—";239;"76 93 69";1;"Конкурсная группа исключена";1190264;"29.06.2026 в 21:58"
619;4;"—";239;"78 85 75";1;"На рассмотрении";1573678;"03.07.2026 в 18:48"
620;3;"—";239;"82 88 64";5;"Участвуете в конкурсе";1177905;"27.06.2026 в 19:54"
621;3;"—";239;"80 64 89";6;"На рассмотрении";1315431;"03.07.2026 в 18:02"
622;1;"—";238;"78 85 75";0;"Конкурсная группа исключена";1180843;"28.06.2026 в 17:13"
623;2;"—";238;"88 78 72";0;"На рассмотрении";1185169;"02.07.2026 в 19:14"
624;2;"—";238;"76 90 72";0;"Участвуете в конкурсе";1202767;"28.06.2026 в 17:34"
625;3;"—";238;"78 85 75";0;"Участвуете в конкурсе";1215519;"29.06.2026 в 00:49"
626;7;"—";238;"78 88 72";0;"Конкурсная группа исключена";1244816;"29.06.2026 в 21:23"
627;1;"—";238;"86 85 67";0;"Участвуете в конкурсе";1264710;"29.06.2026 в 21:49"
628;4;"—";238;"84 79 75";0;"Участвуете в конкурсе";1265757;"29.06.2026 в 21:50"
629;5;"—";238;"88 77 73";0;"Участвуете в конкурсе";1308293;"30.06.2026 в 13:40"
630;2;"—";238;"78 85 75";0;"Участвуете в конкурсе";1333440;"30.06.2026 в 15:19"
631;7;"—";238;"82 83 73";0;"Участвуете в конкурсе";1347433;"30.06.2026 в 17:28"
632;2;"—";238;"82 78 78";0;"На рассмотрении";1373839;"02.07.2026 в 08:57"
633;5;"—";238;"90 78 70";0;"На рассмотрении";1542446;"03.07.2026 в 14:03"
634;3;"—";238;"80 85 73";0;"На рассмотрении";1560409;"03.07.2026 в 17:51"
635;2;"—";238;"84 90 64";0;"На рассмотрении";1575357;"03.07.2026 в 18:57"
636;2;"Электронное";238;"80 85 73";0;"На рассмотрении";1585127;"03.07.2026 в 23:13"
637;3;"—";238;"95 70 73";0;"На рассмотрении";1608946;"04.07.2026 в 13:59"
638;7;"—";238;"82 78 78";0;"На рассмотрении";1614524;"04.07.2026 в 15:55"
639;5;"Электронное";238;"86 78 73";1;"Участвуете в конкурсе";1250799;"29.06.2026 в 21:30"
640;4;"—";238;"95 72 70";1;"Участвуете в конкурсе";1404318;"01.07.2026 в 13:57"
641;4;"—";238;"80 88 69";1;"На рассмотрении";1572923;"03.07.2026 в 18:45"
642;4;"—";238;"76 75 81";6;"Участвуете в конкурсе";1038154;"22.06.2026 в 18:46"
643;5;"—";238;"86 80 64";8;"Участвуете в конкурсе";1103573;"24.06.2026 в 19:30"
644;3;"—";237;"76 80 81";0;"Конкурсная группа исключена";1189663;"28.06.2026 в 12:18"
645;5;"—";237;"78 78 81";0;"Участвуете в конкурсе";1194801;"28.06.2026 в 14:23"
646;1;"—";237;"82 88 67";0;"Участвуете в конкурсе";1197431;"28.06.2026 в 15:25"
647;6;"—";237;"82 83 72";0;"На рассмотрении";1207454;"03.07.2026 в 13:55"
648;2;"—";237;"76 83 78";0;"На рассмотрении";1218575;"02.07.2026 в 10:38"
649;2;"—";237;"74 85 78";0;"На рассмотрении";1279410;"04.07.2026 в 22:31"
650;4;"—";237;"84 80 73";0;"На рассмотрении";1282623;"29.06.2026 в 22:01"
651;2;"—";237;"80 85 72";0;"Участвуете в конкурсе";1414161;"01.07.2026 в 15:26"
652;2;"—";237;"84 90 63";0;"На рассмотрении";1469550;"03.07.2026 в 10:30"
653;7;"—";237;"84 80 73";0;"На рассмотрении";1512464;"02.07.2026 в 20:17"
654;5;"—";237;"82 83 72";0;"На рассмотрении";1579757;"03.07.2026 в 20:17"
655;5;"—";237;"84 90 63";0;"На рассмотрении";1610056;"04.07.2026 в 14:21"
656;4;"—";237;"84 72 81";0;"На рассмотрении";1611836;"04.07.2026 в 14:56"
657;3;"—";237;"84 72 81";0;"На рассмотрении";1619826;"04.07.2026 в 22:00"
658;1;"—";237;"80 85 72";0;"Передано в вуз";1631011;"05.07.2026 в 10:13"
659;4;"—";237;"84 83 69";1;"Участвуете в конкурсе";967647;"28.06.2026 в 14:29"
660;2;"—";237;"78 80 78";1;"Участвуете в конкурсе";1185106;"28.06.2026 в 09:27"
661;2;"—";237;"86 75 75";1;"Участвуете в конкурсе";1287061;"29.06.2026 в 22:16"
662;4;"—";237;"84 83 69";1;"Участвуете в конкурсе";1341022;"30.06.2026 в 16:06"
663;5;"—";237;"84 83 69";1;"Участвуете в конкурсе";1341292;"30.06.2026 в 17:23"
664;1;"—";237;"84 80 72";1;"Участвуете в конкурсе";1398068;"01.07.2026 в 13:02"
665;3;"—";237;"92 80 64";1;"Участвуете в конкурсе";1440014;"01.07.2026 в 21:54"
666;6;"—";237;"78 72 86";1;"На рассмотрении";1552035;"03.07.2026 в 17:10"
667;3;"—";237;"78 83 73";3;"Участвуете в конкурсе";1188449;"28.06.2026 в 12:40"
668;4;"Электронное";237;"78 88 66";5;"Участвуете в конкурсе";1264678;"29.06.2026 в 21:49"
669;5;"—";237;"78 80 73";6;"Участвуете в конкурсе";1180154;"27.06.2026 в 21:57"
670;5;"Электронное";237;"80 78 73";6;"Участвуете в конкурсе";1190598;"28.06.2026 в 12:43"
671;6;"—";237;"82 74 75";6;"Участвуете в конкурсе";1358745;"02.07.2026 в 19:57"
672;7;"—";236;"86 72 78";0;"Участвуете в конкурсе";1001330;"30.06.2026 в 20:50"
673;5;"Электронное";236;"86 78 72";0;"Участвуете в конкурсе";1256790;"29.06.2026 в 21:38"
674;1;"—";236;"86 75 75";0;"Участвуете в конкурсе";1279188;"29.06.2026 в 21:59"
675;3;"—";236;"78 83 75";0;"Участвуете в конкурсе";1422338;"01.07.2026 в 16:53"
676;5;"—";236;"86 83 67";0;"На рассмотрении";1611826;"04.07.2026 в 14:56"
677;5;"—";236;"76 90 69";1;"Участвуете в конкурсе";1287096;"29.06.2026 в 22:17"
678;6;"—";236;"74 78 78";6;"Участвуете в конкурсе";1260857;"29.06.2026 в 21:44"
679;3;"—";236;"80 83 67";6;"На рассмотрении";1506072;"02.07.2026 в 18:15"
680;3;"—";236;"76 75 75";10;"Участвуете в конкурсе";1257752;"29.06.2026 в 21:39"
681;1;"—";235;"84 78 73";0;"Участвуете в конкурсе";1248184;"29.06.2026 в 21:27"
682;1;"—";235;"78 85 72";0;"Участвуете в конкурсе";1392352;"01.07.2026 в 12:10"
683;2;"Электронное";235;"80 77 78";0;"Участвуете в конкурсе";1443345;"01.07.2026 в 23:14"
684;2;"—";235;"80 80 75";0;"На рассмотрении";1594036;"04.07.2026 в 10:01"
685;1;"—";235;"82 83 70";0;"На рассмотрении";1598792;"04.07.2026 в 11:18"
686;3;"—";235;"80 72 83";0;"На рассмотрении";1605475;"04.07.2026 в 12:59"
687;2;"—";235;"82 83 69";1;"Участвуете в конкурсе";1327996;"01.07.2026 в 17:24"
688;2;"—";235;"78 83 73";1;"На рассмотрении";1504708;"02.07.2026 в 17:53"
689;4;"—";235;"78 75 81";1;"На рассмотрении";1547464;"03.07.2026 в 16:43"
690;1;"—";235;"80 73 81";1;"На рассмотрении";1585805;"04.07.2026 в 14:37"
691;1;"Электронное";235;"72 78 83";2;"Участвуете в конкурсе";1187727;"28.06.2026 в 11:19"
692;3;"—";235;"80 83 70";2;"Участвуете в конкурсе";1189878;"28.06.2026 в 12:24"
693;3;"—";235;"84 75 73";3;"На рассмотрении";1488090;"02.07.2026 в 14:44"
694;2;"—";235;"78 88 63";6;"Участвуете в конкурсе";1266434;"29.06.2026 в 21:51"
695;3;"—";235;"80 88 60";7;"На рассмотрении";1488013;"02.07.2026 в 14:43"
696;5;"—";235;"78 64 83";10;"Участвуете в конкурсе";1436972;"01.07.2026 в 20:55"
697;5;"—";234;"78 75 81";0;"Участвуете в конкурсе";1179475;"27.06.2026 в 21:18"
698;4;"—";234;"80 88 66";0;"Участвуете в конкурсе";1185449;"30.06.2026 в 20:25"
699;1;"—";234;"84 80 70";0;"На рассмотрении";1197813;"02.07.2026 в 18:58"
700;2;"—";234;"78 83 73";0;"Участвуете в конкурсе";1225379;"01.07.2026 в 14:07"
701;4;"—";234;"76 83 75";0;"Участвуете в конкурсе";1241772;"01.07.2026 в 12:29"
702;1;"—";234;"78 78 78";0;"Участвуете в конкурсе";1246453;"29.06.2026 в 21:25"
703;7;"—";234;"74 85 75";0;"Участвуете в конкурсе";1260889;"29.06.2026 в 21:44"
704;5;"—";234;"84 72 78";0;"На рассмотрении";1280867;"29.06.2026 в 22:00"
705;2;"—";234;"78 78 78";0;"Участвуете в конкурсе";1403601;"01.07.2026 в 13:51"
706;5;"—";234;"78 83 73";0;"Участвуете в конкурсе";1416068;"01.07.2026 в 15:44"
707;3;"—";234;"82 80 72";0;"Участвуете в конкурсе";1436139;"01.07.2026 в 20:39"
708;4;"—";234;"78 78 78";0;"На рассмотрении";1489767;"02.07.2026 в 14:58"
709;4;"—";234;"76 85 73";0;"На рассмотрении";1499377;"02.07.2026 в 16:39"
710;1;"—";234;"90 78 66";0;"На рассмотрении";1549394;"04.07.2026 в 15:32"
711;3;"—";234;"84 80 70";0;"На рассмотрении";1557603;"03.07.2026 в 17:33"
712;2;"—";234;"76 72 86";0;"На рассмотрении";1582371;"03.07.2026 в 21:34"
713;3;"—";234;"76 75 83";0;"На рассмотрении";1584913;"03.07.2026 в 23:04"
714;3;"—";234;"84 72 78";0;"На рассмотрении";1586380;"04.07.2026 в 00:26"
715;3;"—";234;"76 80 78";0;"На рассмотрении";1591198;"04.07.2026 в 09:01"
716;7;"—";234;"78 83 72";1;"Участвуете в конкурсе";1250049;"29.06.2026 в 21:29"
717;5;"—";234;"88 67 78";1;"Участвуете в конкурсе";1274136;"29.06.2026 в 21:57"
718;1;"—";234;"82 85 66";1;"На рассмотрении";1496923;"02.07.2026 в 16:19"
719;4;"Электронное";234;"78 80 70";6;"Участвуете в конкурсе";1047688;"29.06.2026 в 21:46"
720;7;"—";234;"84 72 72";6;"Участвуете в конкурсе";1359766;"30.06.2026 в 21:09"
721;3;"Электронное";234;"87 70 71";6;"На рассмотрении";1487636;"02.07.2026 в 14:39"
722;4;"—";234;"76 88 63";7;"Участвуете в конкурсе";1252348;"29.06.2026 в 21:32"
723;3;"—";233;"84 80 69";0;"На рассмотрении";954355;"20.06.2026 в 10:59"
724;3;"—";233;"80 80 73";0;"Участвуете в конкурсе";1211593;"28.06.2026 в 21:43"
725;1;"—";233;"78 85 70";0;"Участвуете в конкурсе";1257860;"29.06.2026 в 21:39"
726;3;"—";233;"78 88 67";0;"Участвуете в конкурсе";1263387;"29.06.2026 в 21:48"
727;3;"—";233;"78 85 70";0;"Участвуете в конкурсе";1347389;"30.06.2026 в 17:27"
728;5;"Электронное";233;"82 78 73";0;"Участвуете в конкурсе";1393382;"01.07.2026 в 12:20"
729;4;"—";233;"78 85 70";0;"Передано в вуз";1416540;"05.07.2026 в 10:38"
730;2;"—";233;"78 83 72";0;"Передано в вуз";1549112;"05.07.2026 в 15:09"
731;2;"—";233;"78 82 73";0;"На рассмотрении";1590815;"04.07.2026 в 08:47"
732;4;"—";233;"82 80 70";1;"Участвуете в конкурсе";1210229;"28.06.2026 в 21:01"
733;5;"—";233;"88 67 73";5;"Участвуете в конкурсе";1188149;"28.06.2026 в 11:32"
734;1;"—";233;"74 78 75";6;"На рассмотрении";1363309;"30.06.2026 в 22:28"
735;3;"—";233;"86 75 66";6;"На рассмотрении";1610120;"04.07.2026 в 14:22"
736;7;"—";232;"76 70 86";0;"Участвуете в конкурсе";1186628;"28.06.2026 в 10:40"
737;5;"—";232;"84 78 70";0;"Участвуете в конкурсе";1202447;"28.06.2026 в 17:25"
738;2;"—";232;"86 80 66";0;"Участвуете в конкурсе";1222345;"29.06.2026 в 08:51"
739;1;"—";232;"78 85 69";0;"Участвуете в конкурсе";1349362;"30.06.2026 в 17:57"
740;4;"—";232;"74 75 83";0;"Участвуете в конкурсе";1379311;"01.07.2026 в 10:06"
741;4;"—";232;"82 78 72";0;"На рассмотрении";1466978;"02.07.2026 в 11:31"
742;5;"—";232;"82 64 86";0;"На рассмотрении";1512845;"02.07.2026 в 20:24"
743;4;"—";232;"74 83 75";0;"На рассмотрении";1519028;"02.07.2026 в 22:45"
744;3;"—";232;"72 88 72";0;"На рассмотрении";1520724;"02.07.2026 в 23:40"
745;4;"—";232;"74 80 78";0;"На рассмотрении";1618765;"04.07.2026 в 17:49"
746;6;"—";232;"82 72 78";0;"Передано в вуз";1631625;"05.07.2026 в 10:49"
747;3;"—";232;"74 85 73";0;"Передано в вуз";1637407;"05.07.2026 в 14:06"
748;2;"—";232;"78 75 78";1;"Участвуете в конкурсе";1263794;"29.06.2026 в 21:48"
749;2;"—";232;"78 80 73";1;"На рассмотрении";1555215;"03.07.2026 в 17:20"
750;3;"—";232;"76 74 76";6;"Участвуете в конкурсе";962968;"20.06.2026 в 13:18"
751;2;"—";232;"72 71 83";6;"Участвуете в конкурсе";1155942;"26.06.2026 в 19:39"
752;1;"—";232;"78 67 81";6;"На рассмотрении";1394118;"01.07.2026 в 12:27"
753;4;"—";232;"80 76 69";7;"Участвуете в конкурсе";1254535;"29.06.2026 в 21:35"
754;2;"—";231;"70 70 91";0;"Участвуете в конкурсе";1179782;"27.06.2026 в 21:36"
755;1;"—";231;"74 90 67";0;"Участвуете в конкурсе";1206020;"30.06.2026 в 16:26"
756;4;"—";231;"86 85 60";0;"Участвуете в конкурсе";1231147;"29.06.2026 в 21:10"
757;1;"—";231;"80 70 81";0;"На рассмотрении";1304311;"04.07.2026 в 18:26"
758;2;"—";231;"82 85 64";0;"Участвуете в конкурсе";1351200;"30.06.2026 в 18:27"
759;5;"—";231;"78 78 75";0;"Участвуете в конкурсе";1359727;"30.06.2026 в 21:08"
760;1;"—";231;"82 83 66";0;"Участвуете в конкурсе";1441797;"01.07.2026 в 22:33"
761;2;"—";231;"86 75 70";0;"Участвуете в конкурсе";1441878;"01.07.2026 в 22:35"
762;5;"—";231;"78 84 69";0;"На рассмотрении";1457454;"03.07.2026 в 17:08"
763;4;"Электронное";231;"80 78 73";0;"На рассмотрении";1479442;"02.07.2026 в 13:25"
764;3;"—";231;"84 80 67";0;"На рассмотрении";1480930;"03.07.2026 в 08:22"
765;2;"—";231;"82 88 61";0;"На рассмотрении";1515641;"02.07.2026 в 21:21"
766;4;"—";231;"76 80 75";0;"На рассмотрении";1551598;"03.07.2026 в 17:09"
767;3;"—";231;"76 83 72";0;"На рассмотрении";1577672;"03.07.2026 в 19:23"
768;1;"Электронное";231;"74 85 72";0;"На рассмотрении";1626439;"04.07.2026 в 22:52"
769;1;"—";231;"76 80 75";0;"Передано в вуз";1632789;"05.07.2026 в 11:39"
770;4;"—";231;"82 85 64";0;"Передано в вуз";1632806;"05.07.2026 в 11:40"
771;6;"Электронное";231;"80 78 73";0;"Передано в вуз";1638224;"05.07.2026 в 14:29"
772;5;"—";231;"80 75 75";1;"Участвуете в конкурсе";1429454;"01.07.2026 в 18:40"
773;3;"Электронное";231;"84 70 75";2;"Участвуете в конкурсе";1431314;"01.07.2026 в 19:12"
774;7;"—";231;"80 70 75";6;"Участвуете в конкурсе";1326918;"02.07.2026 в 12:22"
775;3;"—";231;"84 72 69";6;"Участвуете в конкурсе";1354773;"30.06.2026 в 19:31"
776;2;"—";231;"74 78 73";6;"На рассмотрении";1517093;"02.07.2026 в 21:56"
777;3;"—";231;"76 72 75";8;"Участвуете в конкурсе";1284705;"29.06.2026 в 22:07"
778;6;"—";230;"72 88 70";0;"Участвуете в конкурсе";1172375;"27.06.2026 в 15:54"
779;2;"—";230;"74 78 78";0;"На рассмотрении";1172523;"02.07.2026 в 17:16"
780;3;"—";230;"86 80 64";0;"На рассмотрении";1281270;"29.06.2026 в 22:00"
781;1;"—";230;"72 83 75";0;"Участвуете в конкурсе";1349106;"30.06.2026 в 17:53"
782;2;"—";230;"82 67 81";0;"Участвуете в конкурсе";1426579;"01.07.2026 в 17:53"
783;5;"—";230;"86 72 72";0;"Участвуете в конкурсе";1444045;"01.07.2026 в 23:36"
784;6;"—";230;"72 67 91";0;"Участвуете в конкурсе";1454457;"02.07.2026 в 09:18"
785;1;"—";230;"84 83 63";0;"На рассмотрении";1509020;"02.07.2026 в 19:08"
786;4;"—";230;"80 83 67";0;"На рассмотрении";1616795;"04.07.2026 в 16:53"
787;1;"—";230;"82 75 73";0;"На рассмотрении";1621013;"04.07.2026 в 19:04"
788;4;"—";230;"74 75 81";0;"На рассмотрении";1627183;"04.07.2026 в 23:39"
789;5;"—";230;"95 64 70";1;"На рассмотрении";1550932;"03.07.2026 в 17:07"
790;4;"Электронное";230;"72 79 69";10;"На рассмотрении";1264835;"29.06.2026 в 21:49"
791;2;"—";229;"84 70 75";0;"На рассмотрении";1109133;"03.07.2026 в 18:15"
792;2;"—";229;"76 75 78";0;"Участвуете в конкурсе";1175988;"27.06.2026 в 18:26"
793;3;"—";229;"76 80 73";0;"Конкурсная группа исключена";1191081;"28.06.2026 в 12:55"
794;2;"—";229;"72 93 64";0;"На рассмотрении";1193968;"28.06.2026 в 14:04"
795;5;"Электронное";229;"74 83 72";0;"Участвуете в конкурсе";1200588;"28.06.2026 в 16:38"
796;3;"—";229;"80 77 72";0;"Участвуете в конкурсе";1208213;"28.06.2026 в 20:04"
797;7;"—";229;"82 75 72";0;"Участвуете в конкурсе";1248465;"29.06.2026 в 21:28"
798;5;"—";229;"78 78 73";0;"Участвуете в конкурсе";1356493;"30.06.2026 в 20:03"
799;4;"—";229;"70 78 81";0;"Участвуете в конкурсе";1393721;"02.07.2026 в 07:12"
800;2;"—";229;"84 78 67";0;"На рассмотрении";1608122;"04.07.2026 в 13:44"
801;6;"—";229;"72 83 73";1;"На рассмотрении";1608855;"04.07.2026 в 13:57"
802;5;"—";229;"78 72 73";6;"Участвуете в конкурсе";1264018;"29.06.2026 в 21:48"
803;3;"—";229;"78 64 81";6;"Участвуете в конкурсе";1302199;"30.06.2026 в 09:46"
804;5;"—";229;"74 68 81";6;"Участвуете в конкурсе";1360972;"30.06.2026 в 21:35"
805;4;"—";228;"70 100 58";0;"Участвуете в конкурсе";1141238;"26.06.2026 в 11:42"
806;1;"—";228;"78 83 67";0;"Участвуете в конкурсе";1194311;"28.06.2026 в 14:12"
807;2;"—";228;"86 78 64";0;"Участвуете в конкурсе";1256974;"01.07.2026 в 09:02"
808;2;"—";228;"78 77 73";0;"На рассмотрении";1332297;"30.06.2026 в 15:17"
809;4;"—";228;"82 80 66";0;"Участвуете в конкурсе";1356346;"30.06.2026 в 20:00"
810;6;"—";228;"86 72 70";0;"Участвуете в конкурсе";1422294;"01.07.2026 в 17:08"
811;3;"—";228;"80 75 73";0;"Участвуете в конкурсе";1431399;"01.07.2026 в 19:13"
812;3;"—";228;"72 83 73";0;"Участвуете в конкурсе";1447426;"02.07.2026 в 04:39"
813;3;"—";228;"80 67 81";0;"На рассмотрении";1533777;"03.07.2026 в 10:12"
814;2;"—";228;"82 83 63";0;"На рассмотрении";1611599;"04.07.2026 в 14:52"
815;2;"—";228;"78 83 66";1;"Участвуете в конкурсе";1231750;"29.06.2026 в 21:10"
816;1;"—";228;"74 83 70";1;"На рассмотрении";1612350;"04.07.2026 в 15:07"
817;2;"—";227;"78 83 66";0;"Участвуете в конкурсе";1209770;"28.06.2026 в 20:47"
818;4;"—";227;"80 80 67";0;"На рассмотрении";1271431;"29.06.2026 в 21:55"
819;4;"—";227;"74 80 73";0;"На рассмотрении";1277398;"03.07.2026 в 17:12"
820;4;"Электронное";227;"84 70 73";0;"Участвуете в конкурсе";1348473;"30.06.2026 в 18:15"
821;2;"—";227;"74 83 70";0;"На рассмотрении";1581282;"03.07.2026 в 21:01"
822;2;"Электронное";227;"76 78 72";1;"Участвуете в конкурсе";1199660;"28.06.2026 в 16:16"
823;3;"—";227;"78 78 70";1;"На рассмотрении";1557988;"03.07.2026 в 17:36"
824;6;"—";227;"80 75 66";6;"На рассмотрении";1430056;"02.07.2026 в 17:44"
825;5;"—";226;"76 72 78";0;"Участвуете в конкурсе";1177979;"27.06.2026 в 19:58"
826;4;"—";226;"82 78 66";0;"Участвуете в конкурсе";1195047;"28.06.2026 в 15:01"
827;4;"—";226;"86 85 55";0;"Участвуете в конкурсе";1255051;"29.06.2026 в 21:36"
828;3;"—";226;"86 68 72";0;"На рассмотрении";1281873;"02.07.2026 в 15:29"
829;7;"Электронное";226;"76 75 75";0;"Участвуете в конкурсе";1287192;"29.06.2026 в 22:19"
830;3;"—";226;"80 80 66";0;"Участвуете в конкурсе";1315119;"30.06.2026 в 12:02"
831;2;"Электронное";226;"80 80 66";0;"Участвуете в конкурсе";1361897;"30.06.2026 в 21:55"
832;5;"—";226;"84 64 78";0;"Участвуете в конкурсе";1432789;"01.07.2026 в 19:38"
833;5;"—";226;"92 59 75";0;"Участвуете в конкурсе";1437647;"01.07.2026 в 22:13"
834;3;"—";226;"78 76 72";0;"На рассмотрении";1499796;"02.07.2026 в 16:44"
835;8;"—";226;"70 75 81";0;"На рассмотрении";1537189;"03.07.2026 в 10:49"
836;4;"—";226;"78 75 73";0;"На рассмотрении";1589590;"04.07.2026 в 07:51"
837;3;"—";226;"78 70 78";0;"На рассмотрении";1612613;"04.07.2026 в 15:12"
838;2;"—";226;"82 72 72";0;"Передано в вуз";1636859;"05.07.2026 в 13:50"
839;1;"Электронное";226;"78 83 64";1;"Участвуете в конкурсе";1193100;"28.06.2026 в 13:43"
840;4;"—";226;"78 84 63";1;"Участвуете в конкурсе";1344965;"30.06.2026 в 16:54"
841;2;"—";226;"80 88 57";1;"На рассмотрении";1507713;"04.07.2026 в 12:41"
842;2;"—";226;"80 75 67";4;"Участвуете в конкурсе";1259176;"29.06.2026 в 21:41"
843;1;"—";225;"78 64 83";0;"Участвуете в конкурсе";974124;"20.06.2026 в 15:43"
844;2;"—";225;"78 80 67";0;"Участвуете в конкурсе";1223041;"30.06.2026 в 14:09"
845;4;"—";225;"78 72 75";0;"Участвуете в конкурсе";1253615;"29.06.2026 в 21:34"
846;6;"—";225;"74 78 73";0;"Участвуете в конкурсе";1260228;"29.06.2026 в 21:43"
847;6;"—";225;"74 78 73";0;"Участвуете в конкурсе";1261884;"29.06.2026 в 21:45"
848;4;"—";225;"74 85 66";0;"На рассмотрении";1346349;"04.07.2026 в 16:17"
849;5;"Электронное";225;"84 83 58";0;"Участвуете в конкурсе";1356743;"30.06.2026 в 20:07"
850;4;"—";225;"78 72 75";0;"Участвуете в конкурсе";1358506;"30.06.2026 в 20:44"
851;1;"—";225;"78 78 69";0;"Участвуете в конкурсе";1394471;"01.07.2026 в 12:34"
852;3;"—";225;"78 72 75";0;"На рассмотрении";1410798;"03.07.2026 в 18:50"
853;4;"—";225;"80 64 81";0;"На рассмотрении";1486128;"02.07.2026 в 14:36"
854;6;"—";225;"80 75 70";0;"На рассмотрении";1487942;"02.07.2026 в 14:42"
855;5;"—";225;"80 72 73";0;"На рассмотрении";1599263;"04.07.2026 в 11:25"
856;4;"—";225;"80 83 61";1;"На рассмотрении";1502381;"02.07.2026 в 17:17"
857;3;"—";225;"78 70 73";4;"Участвуете в конкурсе";1189460;"28.06.2026 в 12:12"
