"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
594;2;"—";181;"58 59 64";0;"На рассмотрении";1523876;"03.07.2026 в 05:46"
595;3;"—";181;"64 59 58";0;"Конкурсная группа исключена";1529848;"03.07.2026 в 09:19"
596;1;"—";181;"72 58 51";0;"На рассмотрении";1598583;"04.07.2026 в 12:56"
597;1;"—";181;"70 56 55";0;"На рассмотрении";1606121;"04.07.2026 в 13:09"
598;5;"—";180;"64 59 57";0;"На рассмотрении";1241749;"29.06.2026 в 21:20"
599;5;"—";180;"52 62 66";0;"На рассмотрении";1289961;"02.07.2026 в 10:04"
600;2;"—";179;"58 70 51";0;"На рассмотрении";1381404;"03.07.2026 в 18:24"
601;3;"—";178;"64 51 63";0;"На рассмотрении";1276244;"29.06.2026 в 21:58"
602;5;"—";178;"64 54 60";0;"На рассмотрении";1423309;"01.07.2026 в 17:06"
603;2;"—";178;"68 56 54";0;"На рассмотрении";1456294;"02.07.2026 в 10:27"
604;5;"—";178;"64 48 66";0;"На рассмотрении";1555943;"03.07.2026 в 17:24"
605;3;"—";177;"58 67 52";0;"На рассмотрении";1610517;"04.07.2026 в 14:30"
606;1;"—";175;"64 54 57";0;"На рассмотрении";1372238;"01.07.2026 в 07:56"
607;3;"—";173;"52 58 63";0;"На рассмотрении";988798;"01.07.2026 в 17:05"
608;2;"—";173;"70 48 55";0;"На рассмотрении";1184504;"28.06.2026 в 08:46"
609;4;"—";173;"70 51 52";0;"На рассмотрении";1221212;"29.06.2026 в 08:24"
610;5;"—";173;"74 54 45";0;"На рассмотрении";1548416;"03.07.2026 в 16:56"
611;5;"—";171;"58 62 51";0;"На рассмотрении";1244975;"29.06.2026 в 21:24"
612;1;"—";171;"70 46 55";0;"На рассмотрении";1254008;"29.06.2026 в 21:34"
613;3;"—";171;"74 46 51";0;"На рассмотрении";1616707;"04.07.2026 в 16:51"
614;1;"—";170;"72 56 42";0;"На рассмотрении";1418907;"01.07.2026 в 16:13"
615;2;"—";167;"58 54 55";0;"На рассмотрении";1134919;"28.06.2026 в 14:07"
616;5;"—";167;"52 54 61";0;"На рассмотрении";1485000;"02.07.2026 в 14:16"
617;2;"—";167;"40 67 60";0;"На рассмотрении";1601357;"04.07.2026 в 11:55"
618;3;"—";165;"58 56 51";0;"На рассмотрении";1000830;"30.06.2026 в 18:34"
619;1;"—";163;"82 81";0;"Конкурсная группа исключена";832645;"20.06.2026 в 09:05"
620;2;"—";163;"58 56 49";0;"На рассмотрении";1172206;"03.07.2026 в 17:14"
621;6;"—";162;"40 62 60";0;"На рассмотрении";1344527;"30.06.2026 в 16:48"
622;3;"—";161;"70 48 43";0;"На рассмотрении";1426485;"02.07.2026 в 10:03"
623;2;"—";160;"58 54 48";0;"На рассмотрении";1184648;"28.06.2026 в 08:57"
624;1;"—";160;"58 51 51";0;"На рассмотрении";1343825;"30.06.2026 в 16:39"
625;3;"—";160;"52 46 61";1;"Участвуете в конкурсе";1099909;"24.06.2026 в 18:15"
626;4;"—";159;"64 44 51";0;"На рассмотрении";1209534;"28.06.2026 в 20:40"
627;2;"—";159;"52 64 43";0;"На рассмотрении";1238079;"29.06.2026 в 21:16"
628;2;"—";158;"46 40 72";0;"На рассмотрении";1187887;"28.06.2026 в 11:50"
629;4;"—";157;"52 48 57";0;"На рассмотрении";1533595;"04.07.2026 в 11:07"
630;5;"—";157;"52 64 40";1;"Участвуете в конкурсе";1190513;"28.06.2026 в 12:41"
631;4;"Электронное";156;"52 49 51";4;"Участвуете в конкурсе";1191620;"28.06.2026 в 13:45"
632;2;"—";153;"46 46 61";0;"На рассмотрении";1577020;"03.07.2026 в 19:07"
633;5;"—";152;"58 51 43";0;"На рассмотрении";1345133;"02.07.2026 в 14:05"
634;5;"—";150;"52 44 54";0;"На рассмотрении";1328951;"01.07.2026 в 21:09"
635;3;"—";148;"40 54 54";0;"Участвуете в конкурсе";1166150;"27.06.2026 в 12:11"
636;5;"—";147;"46 46 55";0;"На рассмотрении";1314695;"30.06.2026 в 11:58"
637;1;"—";147;"52 56 39";0;"На рассмотрении";1343651;"30.06.2026 в 17:14"
638;1;"—";147;"58 46 43";0;"На рассмотрении";1580357;"03.07.2026 в 20:35"
639;3;"—";145;"40 54 51";0;"На рассмотрении";1085854;"01.07.2026 в 11:05"
640;4;"—";144;"40 46 58";0;"На рассмотрении";1614983;"04.07.2026 в 16:07"
641;5;"—";142;"40 54 48";0;"На рассмотрении";1161275;"27.06.2026 в 09:15"
642;4;"—";141;"46 43 52";0;"На рассмотрении";1099824;"29.06.2026 в 08:21"
643;4;"—";141;"64 20 57";0;"На рассмотрении";1184371;"28.06.2026 в 08:35"
644;2;"—";140;"46 40 54";0;"На рассмотрении";1063855;"24.06.2026 в 07:32"
645;5;"—";138;"46 41 51";0;"Участвуете в конкурсе";1255459;"29.06.2026 в 21:36"
646;3;"—";138;"52 34 52";0;"Передано в вуз";1367764;"05.07.2026 в 12:40"
647;1;"—";125;"34 33 58";0;"На рассмотрении";1426440;"01.07.2026 в 17:51"
648;5;"—";124;"46 20 58";0;"На рассмотрении";974119;"20.06.2026 в 16:41"
649;1;"—";119;"58 61";0;"На рассмотрении";1300335;"30.06.2026 в 09:18"
650;3;"—";112;"52 60";0;"На рассмотрении";1313043;"30.06.2026 в 11:43"
651;2;"Электронное";102;"27 27 48";0;"На рассмотрении";1082762;"24.06.2026 в 09:43"
652;5;"—";55;"51";4;"На рассмотрении";1292213;"30.06.2026 в 01:12"
653;3;"Электронное";51;"51";0;"На рассмотрении";1501378;"02.07.2026 в 17:04"
654;1;"—";48;"48";0;"На рассмотрении";1159940;"27.06.2026 в 07:33"
655;2;"Бумажное";0;"";0;"На рассмотрении";1001503;"21.06.2026 в 19:41"
656;1;"Бумажное";0;"";0;"На рассмотрении";1002169;"02.07.2026 в 11:23"
657;3;"—";0;"";0;"Конкурсная группа исключена";1055779;"23.06.2026 в 12:08"
658;5;"—";0;"";0;"На рассмотрении";1071600;"23.06.2026 в 18:11"
659;2;"—";0;"";0;"На рассмотрении";1092032;"30.06.2026 в 13:06"
660;1;"—";0;"";0;"На рассмотрении";1094421;"30.06.2026 в 07:54"
661;1;"—";0;"";0;"На рассмотрении";1108046;"25.06.2026 в 04:07"
662;3;"—";0;"";0;"На рассмотрении";1111720;"27.06.2026 в 08:58"
663;3;"Бумажное";0;"";0;"На рассмотрении";1135610;"26.06.2026 в 07:35"
664;1;"—";0;"";0;"На рассмотрении";1137264;"26.06.2026 в 09:19"
665;4;"Бумажное";0;"";0;"На рассмотрении";1160085;"27.06.2026 в 07:18"
666;3;"Бумажное";0;"";0;"На рассмотрении";1160133;"27.06.2026 в 07:25"
667;1;"Бумажное";0;"";0;"На рассмотрении";1160545;"27.06.2026 в 08:16"
668;2;"—";0;"";0;"На рассмотрении";1162139;"27.06.2026 в 09:56"
669;1;"—";0;"";0;"На рассмотрении";1209873;"28.06.2026 в 20:49"
670;1;"—";0;"";0;"На рассмотрении";1220493;"29.06.2026 в 08:05"
671;2;"—";0;"";0;"На рассмотрении";1227586;"29.06.2026 в 11:50"
672;2;"—";0;"";0;"На рассмотрении";1229393;"29.06.2026 в 12:50"
673;3;"Бумажное";0;"";0;"На рассмотрении";1230241;"02.07.2026 в 08:14"
674;2;"Бумажное";0;"";0;"На рассмотрении";1231713;"29.06.2026 в 13:55"
675;2;"Бумажное";0;"";0;"На рассмотрении";1293601;"30.06.2026 в 04:55"
676;3;"Бумажное";0;"";0;"На рассмотрении";1293953;"30.06.2026 в 05:33"
677;3;"Бумажное";0;"";0;"На рассмотрении";1294018;"30.06.2026 в 05:39"
678;2;"Бумажное";0;"";0;"На рассмотрении";1294120;"30.06.2026 в 05:46"
679;3;"Бумажное";0;"";0;"На рассмотрении";1294368;"30.06.2026 в 06:04"
680;3;"Бумажное";0;"";0;"На рассмотрении";1294436;"30.06.2026 в 06:09"
681;1;"Бумажное";0;"";0;"На рассмотрении";1294452;"30.06.2026 в 06:10"
682;2;"—";0;"";0;"На рассмотрении";1294694;"30.06.2026 в 06:25"
683;3;"Бумажное";0;"";0;"На рассмотрении";1294853;"30.06.2026 в 06:33"
684;2;"Бумажное";0;"";0;"На рассмотрении";1295393;"30.06.2026 в 07:00"
685;2;"Бумажное";0;"";0;"На рассмотрении";1295493;"30.06.2026 в 07:05"
686;1;"—";0;"";0;"На рассмотрении";1295620;"30.06.2026 в 07:11"
687;1;"—";0;"";0;"На рассмотрении";1296027;"30.06.2026 в 07:27"
688;2;"Бумажное";0;"";0;"На рассмотрении";1297981;"30.06.2026 в 08:28"
689;1;"—";0;"";0;"На рассмотрении";1311866;"30.06.2026 в 11:31"
690;5;"—";0;"";0;"На рассмотрении";1318562;"30.06.2026 в 12:34"
691;3;"—";0;"";0;"На рассмотрении";1319995;"02.07.2026 в 15:33"
692;4;"—";0;"";0;"На рассмотрении";1320008;"30.06.2026 в 12:47"
693;1;"—";0;"";0;"На рассмотрении";1321053;"30.06.2026 в 12:58"
694;2;"—";0;"";0;"На рассмотрении";1323941;"30.06.2026 в 13:30"
695;1;"—";0;"";0;"На рассмотрении";1358359;"30.06.2026 в 20:41"
696;3;"Бумажное";0;"";0;"На рассмотрении";1369169;"01.07.2026 в 05:22"
697;1;"—";0;"";0;"Передано в вуз";1456772;"05.07.2026 в 16:10"
698;1;"—";0;"";0;"На рассмотрении";1475711;"02.07.2026 в 12:51"
699;5;"—";0;"";0;"На рассмотрении";1519522;"02.07.2026 в 23:57"
700;5;"—";0;"";0;"Конкурсная группа исключена";1578588;"03.07.2026 в 19:46"
701;1;"—";0;"";0;"Передано в вуз";1639276;"05.07.2026 в 14:56"
702;4;"—";0;"";0;"Передано в вуз";1639988;"05.07.2026 в 15:15"
703;1;"—";0;"";0;"Передано в вуз";1640158;"05.07.2026 в 15:20"
704;2;"—";0;"";0;"Передано в вуз";1641112;"05.07.2026 в 15:46"
705;4;"—";0;"";0;"Передано в вуз";1641261;"05.07.2026 в 15:49"
706;1;"—";0;"";0;"Передано в вуз";1641390;"05.07.2026 в 15:53"
707;1;"—";0;"";0;"Передано в вуз";1641671;"05.07.2026 в 16:01"
708;4;"—";0;"";0;"Передано в вуз";1642168;"05.07.2026 в 16:14"
